row_id,timestamp,station_id,wl_t,wl_t_minus_1h,wl_t_minus_3h,wl_t_minus_6h,wl_t_minus_12h,wl_t_minus_24h,imerg_rain_1h,imerg_rain_6h,imerg_rain_24h,sfc_rain_1h,sfc_rain_6h,sfc_rain_24h,radar_reflectivity_mean,radar_reflectivity_p95,radar_reflectivity_ge20_fraction,cat_area,wsarea,mean_elevation,mean_slope,urban_ratio,forest_ratio,stream_order,target_maxrise_6h
1007615_2017070223,2017-07-02 23:00,1007615,0.59,0.59,0.59,0.59,0.6,0.6,0.169,13.45,17.82,0,5.5,6,21.93,40.07,0.4355,3.4314,1904.1982,103.48,8.612,3.4848,46.2649,2.6667,0.05
1007617_2017070303,2017-07-03 3:00,1007617,0.25,0.25,0.25,0.25,0.25,0.26,0.325,1.914,19.282,0,8,18.5,20.379,26.7,0.5068,3.4314,1904.1982,103.48,8.612,3.4848,46.2649,2.6667,0.02
1007617_2017070304,2017-07-03 4:00,1007617,0.25,0.25,0.25,0.25,0.25,0.26,0.157,2.071,19.189,0,5,18.5,20.557,26.82,0.46,3.4314,1904.1982,103.48,8.612,3.4848,46.2649,2.6667,0.04
1007617_2017070305,2017-07-03 5:00,1007617,0.25,0.25,0.25,0.25,0.25,0.26,0.181,1.745,19.031,0,5,18.5,22.681,31.69,0.6592,3.4314,1904.1982,103.48,8.612,3.4848,46.2649,2.6667,0.04
1007620_2017060111,2017-06-01 11:00,1007620,-0.23,-0.25,-0.26,-0.26,-0.25,-0.24,6.08,10.19,10.19,0,0,0,29.146,43.549,0.8809,3.4314,1904.1982,103.48,8.612,3.4848,46.2649,2.6667,0.02
1007620_2017060114,2017-06-01 14:00,1007620,-0.21,-0.22,-0.23,-0.26,-0.26,-0.24,0,22.525,22.525,10,18.5,18.5,45.173,54.25,0.998,3.4314,1904.1982,103.48,8.612,3.4848,46.2649,2.6667,-0.02
1007620_2017070213,2017-07-02 13:00,1007620,-0.32,-0.31,-0.31,-0.31,-0.32,-0.31,0.067,9.757,16.419,0,0.5,3,4.17,21.15,0.0654,3.4314,1904.1982,103.48,8.612,3.4848,46.2649,2.6667,0.03
1007625_2017060111,2017-06-01 11:00,1007625,1.75,1.75,1.73,1.73,1.74,1.75,6.11,6.28,6.45,2.5,3,3,11.086,34.83,0.3809,3.4314,1904.1982,103.48,8.612,3.4848,46.2649,2.6667,0.02
1007625_2017060116,2017-06-01 16:00,1007625,1.74,1.76,1.77,1.75,1.73,1.76,0,20.059,20.399,0,30.5,31,0,0,0,3.4314,1904.1982,103.48,8.612,3.4848,46.2649,2.6667,0.02
1007625_2017060117,2017-06-01 17:00,1007625,1.74,1.74,1.77,1.75,1.73,1.76,0,13.949,20.399,0,28,31,0,0,0,3.4314,1904.1982,103.48,8.612,3.4848,46.2649,2.6667,0.02
1007633_2017060111,2017-06-01 11:00,1007633,38.01,38.01,37.99,38,38,38.01,6.11,6.28,6.45,2.5,3,3,11.086,34.83,0.3809,3.4314,1904.1982,103.48,8.612,3.4848,46.2649,2.6667,0.02
1007633_2017070213,2017-07-02 13:00,1007633,38.01,38.03,38.02,38.02,38.02,38.02,0,9.617,18.549,0,1,9,18.793,27.53,0.4844,3.4314,1904.1982,103.48,8.612,3.4848,46.2649,2.6667,0.03
1007633_2017070214,2017-07-02 14:00,1007633,38.01,38.01,38.02,38.02,38.02,38.02,0.028,9.215,18.288,0,1,9,10.322,31.55,0.2061,3.4314,1904.1982,103.48,8.612,3.4848,46.2649,2.6667,0.03
1007634_2017052404,2017-05-24 4:00,1007634,33.11,33.11,33.13,33.15,33.33,33.12,0,1.931,2.032,1.5,5.5,5.5,6.714,18.01,0.0195,2.8062,2847.9748,86.17,6.6037,8.8272,40.0321,2.4348,0.04
1007634_2017060113,2017-06-01 13:00,1007634,33.1,32.92,33.09,32.99,33.03,33.1,4.821,20.229,20.399,4.5,7.5,7.5,5.996,22.331,0.1133,2.8062,2847.9748,86.17,6.6037,8.8272,40.0321,2.4348,0.03
1007634_2017060616,2017-06-06 16:00,1007634,33.12,33.13,33.12,33.1,33.08,33.11,0.39,1.952,2.824,0,0,0,14.465,20.1,0.0557,2.8062,2847.9748,86.17,6.6037,8.8272,40.0321,2.4348,0.02
1007635_2017052404,2017-05-24 4:00,1007635,0.54,0.54,0.56,0.6,0.75,0.54,0,1.931,2.032,1.5,5.5,5.5,6.714,18.01,0.0195,3.581,3878.7159,73.96,6.0777,21.3864,31.2667,2.6471,0.02
1007635_2017060111,2017-06-01 11:00,1007635,0.54,0.54,0.54,0.54,0.54,0.55,6.11,6.28,6.45,2.5,3,3,11.086,34.83,0.3809,3.581,3878.7159,73.96,6.0777,21.3864,31.2667,2.6471,0.04
1007635_2017060112,2017-06-01 12:00,1007635,0.55,0.54,0.54,0.54,0.54,0.55,9.128,15.408,15.578,0,3,3,13.238,34.018,0.334,3.581,3878.7159,73.96,6.0777,21.3864,31.2667,2.6471,0.03
1007639_2017052404,2017-05-24 4:00,1007639,33,33,33.02,33.05,33.21,32.99,0,0.8,1.06,0,0,0,10.696,22.2,0.123,3.581,3878.7159,73.96,6.0777,21.3864,31.2667,2.6471,0.02
1007639_2017060111,2017-06-01 11:00,1007639,33,33,33,33,33,33.01,6.38,6.635,6.635,0.5,2,2,40.261,55.19,0.9941,3.581,3878.7159,73.96,6.0777,21.3864,31.2667,2.6471,0.04
1007639_2017060112,2017-06-01 12:00,1007639,33,33,33,33,33,33.01,8.845,15.48,15.48,19,21,21,12.509,41.009,0.3271,3.581,3878.7159,73.96,6.0777,21.3864,31.2667,2.6471,0.04
1007640_2017060111,2017-06-01 11:00,1007640,0.89,0.89,0.89,0.89,0.89,0.89,6.47,9.707,9.707,0.5,2,2,34.998,54.725,0.9229,3.7021,2825.6292,82.7,7.5543,5.1385,35.9387,2.5517,0.03
1007641_2018070509,2018-07-05 9:00,1007641,28.84,28.88,28.99,29.05,29.09,29.11,0,0,0.049,0,0,0,0,0,0,3.2162,38.2986,81.75,4.6734,15.46,13.3865,1.8596,0.1
1007645_2017091921,2017-09-19 21:00,1007645,-0.23,-0.23,-0.22,-0.22,-0.22,-0.21,0,0,0.05,0,0,3.2,0,0,0,2.4943,43.0284,94.69,6.3096,29.6935,24.1435,1.8571,0.14
1007650_2019061518,2019-06-15 18:00,1007650,-0.43,-0.43,-0.44,-0.43,-0.4,-0.41,0,0,0.003,0,0,0,0,0,0,3.3122,69.5452,79.77,5.5063,22.7699,17.217,1.9167,0.11
1007662_2018070508,2018-07-05 8:00,1007662,28.05,28.1,28.09,28.12,28.22,28.12,0,0,0.049,0,0,0,0,0,0,3.2162,38.2986,81.75,4.6734,15.46,13.3865,1.8596,0.23
1007662_2018070509,2018-07-05 9:00,1007662,28.14,28.05,28.11,28.11,28.2,28.06,0,0,0.049,0,0,0,0,0,0,3.2162,38.2986,81.75,4.6734,15.46,13.3865,1.8596,0.14
1007662_2018070510,2018-07-05 10:00,1007662,28.17,28.14,28.1,28.09,28.18,28.11,0,0,0.049,0,0,0,0,0,0,3.2162,38.2986,81.75,4.6734,15.46,13.3865,1.8596,0.11
1007664_2018070508,2018-07-05 8:00,1007664,25.55,25.56,25.6,25.62,25.6,25.67,0,0,0.049,0,0,0,0,0,0,2.6949,2275.8265,160.75,12.6903,6.6576,63.6348,2.2703,-0.1
1007664_2019031014,2019-03-10 14:00,1007664,25.12,25.13,25.14,25.15,25.16,25.21,0,0,0.616,0,0,0,0,0,0,2.6949,2275.8265,160.75,12.6903,6.6576,63.6348,2.2703,0.08
1007680_2017070919,2017-07-09 19:00,1007680,0.25,0.28,0.25,0.26,0.26,0.32,2.031,11.215,12.4,0,13,16,0.403,3.75,0,3.2783,75.1702,232.91,15.0407,4.2777,76.9288,2,0.1
1007680_2017070920,2017-07-09 20:00,1007680,0.24,0.25,0.27,0.26,0.26,0.32,2.73,13.945,15.13,0.5,13.5,16.5,17.785,24.288,0.2441,3.2783,75.1702,232.91,15.0407,4.2777,76.9288,2,0.16
1007680_2017070921,2017-07-09 21:00,1007680,0.24,0.24,0.28,0.25,0.27,0.31,6.151,16.741,21.281,0,13.5,16.5,21.695,33.369,0.6084,3.2783,75.1702,232.91,15.0407,4.2777,76.9288,2,0.19
1007690_2017070918,2017-07-09 18:00,1007690,0.84,0.85,0.86,0.88,0.89,0.89,0.536,5.702,6.723,0,1,18,0.283,0,0.0068,3.2783,75.1702,232.91,15.0407,4.2777,76.9288,2,0.09
1007690_2017070919,2017-07-09 19:00,1007690,0.84,0.84,0.85,0.88,0.89,0.89,0.76,6.461,7.482,0,1,18,1.452,21.162,0.0537,3.2783,75.1702,232.91,15.0407,4.2777,76.9288,2,0.17
1007690_2017070920,2017-07-09 20:00,1007690,0.84,0.84,0.85,0.87,0.89,0.89,0.975,7.436,8.457,0,1,18,16.898,25.565,0.3789,3.2783,75.1702,232.91,15.0407,4.2777,76.9288,2,0.18
1010690_2019071811,2019-07-18 11:00,1010690,101.33,101.33,101.33,101.33,101.32,101.26,0,0,3.396,0,0,0,0,0,0,3.3773,988.5216,335.18,18.3674,0.2812,86.1377,2.2439,0.09
1010690_2019071812,2019-07-18 12:00,1010690,101.32,101.33,101.33,101.33,101.32,101.26,0,0,3.317,0,0,0,0,0,0,3.3773,988.5216,335.18,18.3674,0.2812,86.1377,2.2439,0.1
1010695_2019071812,2019-07-18 12:00,1010695,1.02,0.97,0.3,0.31,0.34,0.85,0,0,3.317,0,0,0,0,0,0,3.4677,1842.0387,225.41,14.0201,4.917,65.8101,2.75,-0.17
1010695_2019072716,2019-07-27 16:00,1010695,1.43,1.43,1.43,1.42,0.55,1.15,0,0,0,0,0,1,0,0,0,3.4677,1842.0387,225.41,14.0201,4.917,65.8101,2.75,0.2
1010695_2019072718,2019-07-27 18:00,1010695,1.43,1.43,1.43,1.43,0.48,1.12,0,0,0,0,0,1,0,0,0,3.4677,1842.0387,225.41,14.0201,4.917,65.8101,2.75,0.2
1012685_2018091318,2018-09-13 18:00,1012685,1.01,1.01,1.01,1.19,1.01,1.01,0,0,0.304,0,0,0,0,0,0,4.2029,753.5721,190.87,12.0023,19.1994,58.2972,2.4091,0.28
1012685_2018091319,2018-09-13 19:00,1012685,1.01,1.01,1.01,1.02,1.01,1.01,0,0,0.304,0,0,0,0,0,0,4.2029,753.5721,190.87,12.0023,19.1994,58.2972,2.4091,0.28
1012685_2019031009,2019-03-10 9:00,1012685,1.21,0.82,0.82,0.84,1.29,1.24,0,0,0.004,0,0,0,0,0,0,4.2029,753.5721,190.87,12.0023,19.1994,58.2972,2.4091,0.18
1013620_2017071002,2017-07-10 2:00,1013620,1.45,1.43,1.44,1.45,1.49,1.64,5.69,13.816,14.495,0,6,6,24.554,32.6,0.7939,3.7148,62.5185,364.12,19.0517,5.2204,85.0042,1.8936,0.09
1013620_2017071003,2017-07-10 3:00,1013620,1.43,1.45,1.43,1.44,1.48,1.62,0.48,13.216,14.975,2,8,8,20.194,29.21,0.4824,3.7148,62.5185,364.12,19.0517,5.2204,85.0042,1.8936,0.19
1013620_2017071004,2017-07-10 4:00,1013620,1.44,1.43,1.43,1.44,1.47,1.63,0.568,12.056,15.543,0.5,8,8.5,17.273,25.94,0.4805,3.7148,62.5185,364.12,19.0517,5.2204,85.0042,1.8936,0.21
1013637_2017072821,2017-07-28 21:00,1013637,69.82,69.8,69.79,69.81,69.87,69.93,0,0,1.92,0,0,24.1,0,0,0,3.7951,1975.2647,179.04,12.4579,8.7015,61.7792,2.7273,0.13
1013637_2017072822,2017-07-28 22:00,1013637,69.84,69.82,69.78,69.81,69.86,69.93,0,0,1.881,0,0,24.1,0,0,0,3.7951,1975.2647,179.04,12.4579,8.7015,61.7792,2.7273,0.11
1013637_2019080615,2019-08-06 15:00,1013637,69.7,69.69,69.7,69.84,69.86,69.77,0,0,0,0,0,0,0,0,0,3.7951,1975.2647,179.04,12.4579,8.7015,61.7792,2.7273,0.1
1013645_2018091319,2018-09-13 19:00,1013645,0.15,0.34,0.46,-0.22,-0.19,0.4,0,0,0.806,0,0,0,0,0,0,2.9397,2460.837,190.1,18.0095,2.2432,84.6206,2.8718,-0.1
1013645_2019053103,2019-05-31 3:00,1013645,-0.16,-0.15,-0.09,0.09,0.98,-0.15,0,0,0.548,0,0,0,0,0,0,2.9397,2460.837,190.1,18.0095,2.2432,84.6206,2.8718,0.17
1013645_2019062919,2019-06-29 19:00,1013645,0.26,0.58,1.03,1.01,-0.2,0.95,0,0,7.547,0,0,0.3,0,0,0,2.9397,2460.837,190.1,18.0095,2.2432,84.6206,2.8718,-0.16
1014635_2019071812,2019-07-18 12:00,1014635,1.61,1.42,1.01,1.02,1.05,0.97,0,0,1.628,0,0,1.5,0,0,0,3.559,163.8767,397.56,19.1994,1.3866,86.6613,2.2381,-0.09
1014635_2019102309,2019-10-23 9:00,1014635,0.8,0.82,0.89,0.83,0.88,0.82,0,0,0,0,0,0,0,0,0,3.559,163.8767,397.56,19.1994,1.3866,86.6613,2.2381,0.09
1014695_2018062708,2018-06-27 8:00,1014695,2.54,2.46,2.33,2.31,2.25,2.13,0,0,76.745,0,0,56,0,0,0,2.4977,17.5412,294.5,18.8749,1.1158,95.0319,1.5714,0.19
1014695_2018062709,2018-06-27 9:00,1014695,2.62,2.54,2.38,2.33,2.27,2.14,0,0,68.19,0,0,51.5,0,0,0,2.4977,17.5412,294.5,18.8749,1.1158,95.0319,1.5714,0.11
1014695_2018070500,2018-07-05 0:00,1014695,3.39,3.4,3.43,3.44,3.54,3.83,0,0,0.679,0,0,3.5,0,0,0,2.4977,17.5412,294.5,18.8749,1.1158,95.0319,1.5714,0.09
1015630_2017070923,2017-07-09 23:00,1015630,1.87,1.87,1.88,1.88,1.94,2.02,3.197,13.476,15.762,0.5,2.5,2.5,17.046,25.73,0.3789,2.8746,45.0294,242.28,16.8882,5.1216,82.3355,1.973,0.08
1015630_2017071000,2017-07-10 0:00,1015630,1.87,1.87,1.87,1.89,1.93,2.02,2.626,16.012,18.388,1,3.5,3.5,32.274,36.4,1,2.8746,45.0294,242.28,16.8882,5.1216,82.3355,1.973,0.15
1015630_2017071001,2017-07-10 1:00,1015630,1.88,1.87,1.87,1.88,1.92,2.02,1.943,17.955,20.097,1.5,5,5,12.922,23.17,0.2256,2.8746,45.0294,242.28,16.8882,5.1216,82.3355,1.973,0.18
1015640_2018062708,2018-06-27 8:00,1015640,49.76,49.75,49.71,49.62,49.53,49.44,0,0,68.51,0,0,82,0,0,0,3.9143,5162.8156,200.42,16.8748,0.31,77.2367,3.7143,0.1
1015640_2018062709,2018-06-27 9:00,1015640,49.77,49.76,49.73,49.64,49.53,49.46,0,0,60.271,0,0,76.5,0,0,0,3.9143,5162.8156,200.42,16.8748,0.31,77.2367,3.7143,0.09
1015640_2018070505,2018-07-05 5:00,1015640,49.66,49.65,49.64,49.63,49.61,49.49,0,0,0.221,0,0,0,0,0,0,3.9143,5162.8156,200.42,16.8748,0.31,77.2367,3.7143,0.08
1015645_2018062708,2018-06-27 8:00,1015645,2.7,2.7,2.7,2.69,2.76,2.63,0,0,68.51,0,0,82,0,0,0,2.6617,6619.9076,167.53,15.9292,1.751,72.9204,4.2941,0.18
1015645_2018062709,2018-06-27 9:00,1015645,2.7,2.7,2.7,2.69,2.69,2.63,0,0,60.271,0,0,76.5,0,0,0,2.6617,6619.9076,167.53,15.9292,1.751,72.9204,4.2941,0.18
1016607_2018091406,2018-09-14 6:00,1016607,0.81,0.81,0.81,0.81,0.79,0.81,0,0,6.051,0,0,0,0,0,0,2.9395,36.1632,152.8,10.3862,28.2957,56.5936,1.9412,0.28
1016650_2017070917,2017-07-09 17:00,1016650,0.68,0.6,0.57,0.58,0.62,0.64,2.295,8.748,10.682,2,43.5,50,19.374,31.575,0.4443,3.6048,82.5355,127.87,10.7276,41.6581,47.0641,2.08,0.16
1016650_2017070918,2017-07-09 18:00,1016650,0.64,0.68,0.56,0.58,0.62,0.64,4.071,12.819,14.753,0.5,44,50.5,3.661,17.65,0.0137,3.6048,82.5355,127.87,10.7276,41.6581,47.0641,2.08,0.2
1016650_2017070919,2017-07-09 19:00,1016650,0.66,0.64,0.6,0.58,0.6,0.62,6.813,19.632,21.566,0,44,50.5,11.427,18.481,0.0205,3.6048,82.5355,127.87,10.7276,41.6581,47.0641,2.08,0.18
1016655_2017070918,2017-07-09 18:00,1016655,1.39,1.31,1.23,1.25,1.29,1.32,6.633,13.624,20.337,0.5,44,50.5,1.839,11.55,0,3.6048,82.5355,127.87,10.7276,41.6581,47.0641,2.08,0.22
1016655_2017070919,2017-07-09 19:00,1016655,1.33,1.39,1.44,1.24,1.27,1.3,6.937,20.56,27.273,0,44,50.5,18.947,31.745,0.3535,3.6048,82.5355,127.87,10.7276,41.6581,47.0641,2.08,0.28
1016655_2017070920,2017-07-09 20:00,1016655,1.35,1.33,1.31,1.23,1.26,1.29,3.949,22.558,31.222,0.5,44.5,50.5,19.084,26.67,0.4082,3.6048,82.5355,127.87,10.7276,41.6581,47.0641,2.08,0.26
1016660_2017070920,2017-07-09 20:00,1016660,1.52,1.58,0.96,0.96,0.98,1.04,3.949,22.558,31.222,0.5,44.5,50.5,19.084,26.67,0.4082,2.9884,32.1548,190.08,13.3959,23.2691,62.5338,1.9434,-0.08
1016660_2017070922,2017-07-09 22:00,1016660,1.3,1.39,1.58,0.96,0.98,1.02,0.954,21.918,33.069,0.5,3.5,51,25.361,34.534,0.7998,2.9884,32.1548,190.08,13.3959,23.2691,62.5338,1.9434,0.14
1016660_2017070923,2017-07-09 23:00,1016660,1.25,1.3,1.52,0.96,0.98,1.01,1.753,21.118,34.821,2,3.5,53,25.236,32.381,0.8672,2.9884,32.1548,190.08,13.3959,23.2691,62.5338,1.9434,0.19
1016670_2017070917,2017-07-09 17:00,1016670,1.2,1.05,1.01,1.01,1.02,1.14,1.153,8.102,10.412,2,43.5,50,13.002,21.185,0.1426,6.0433,193.8957,181.59,14.7986,10.4646,77.6119,2.4737,0.17
1016670_2017070918,2017-07-09 18:00,1016670,1.18,1.2,1,1.01,1.05,1.13,19.576,27.678,29.987,0.5,44,50.5,2.412,19.46,0.0439,6.0433,193.8957,181.59,14.7986,10.4646,77.6119,2.4737,0.19
1016670_2017070919,2017-07-09 19:00,1016670,1.14,1.18,1.05,1.01,1.07,1.12,5.089,32.767,35.076,0,44,50.5,10.173,20.68,0.0615,6.0433,193.8957,181.59,14.7986,10.4646,77.6119,2.4737,0.23
1016695_2018062709,2018-06-27 9:00,1016695,25.26,25.24,25.21,25.15,24.89,24.85,0,0,62.023,0,0,70,0,0,0,6.0433,193.8957,181.59,14.7986,10.4646,77.6119,2.4737,0.08
1017690_2019062917,2019-06-29 17:00,1017690,24.99,24.98,24.93,24.93,24.98,24.92,0,0,7.861,0,0,1.5,0,0,0,3.3482,10766.0188,119.92,11.3305,1.6322,67.3401,4.0769,0.08
1018610_2017072822,2017-07-28 22:00,1018610,2.05,2.05,2.05,1.97,1.96,2.44,0,0,17.485,0,0,7.5,0,0,0,3.52,5823.0951,126.02,11.2263,25.7585,54.0771,2.5641,-0.15
1018620_2017071003,2017-07-10 3:00,1018620,0.56,0.57,0.53,0.53,0.53,0.57,0.481,34.038,49.71,0.5,10.5,14,13.532,22.22,0.1875,3.8459,35.7997,176.32,11.9097,30.1445,61.6836,1.6538,0.23
1018620_2017071013,2017-07-10 13:00,1018620,1.01,0.9,0.88,0.57,0.55,0.54,1.375,31.46,82.84,7,57,70,38.127,44.09,1,3.8459,35.7997,176.32,11.9097,30.1445,61.6836,1.6538,0.21
1018620_2017071014,2017-07-10 14:00,1018620,1.09,1.01,0.85,0.6,0.57,0.54,1.298,6.368,83.709,13.5,57.5,83.5,23.782,33.66,0.7051,3.8459,35.7997,176.32,11.9097,30.1445,61.6836,1.6538,0.13
1018625_2017071003,2017-07-10 3:00,1018625,1.22,1.22,1.2,1.2,1.21,1.24,0.187,28.636,47.317,0,6.5,10.5,20.107,24.24,0.5996,3.8459,35.7997,176.32,11.9097,30.1445,61.6836,1.6538,0.11
1018625_2017071004,2017-07-10 4:00,1018625,1.22,1.22,1.21,1.2,1.21,1.24,0.376,19.808,47.693,0,6,9.5,19.244,23.914,0.4395,3.8459,35.7997,176.32,11.9097,30.1445,61.6836,1.6538,0.19
1018625_2017071005,2017-07-10 5:00,1018625,1.23,1.22,1.22,1.2,1.21,1.23,0.44,12.663,48.133,0.5,6.5,10,13.768,27.36,0.3311,3.8459,35.7997,176.32,11.9097,30.1445,61.6836,1.6538,0.23
1018630_2017070922,2017-07-09 22:00,1018630,0.1,0.1,0.11,0.11,0.13,0.18,9.203,24.066,28.072,0.5,1,4.5,20.902,28.4,0.542,4.5334,60.6951,118.52,10.2589,41.3889,46.4127,2,0.09
1018630_2017070923,2017-07-09 23:00,1018630,0.1,0.1,0.11,0.11,0.13,0.18,7.585,31.298,35.657,0,1,4.5,25.864,31.61,0.915,4.5334,60.6951,118.52,10.2589,41.3889,46.4127,2,0.14
1018630_2017071000,2017-07-10 0:00,1018630,0.09,0.1,0.1,0.11,0.11,0.17,6.64,37.93,42.292,3.5,4.5,8,36.433,40.96,1,4.5334,60.6951,118.52,10.2589,41.3889,46.4127,2,0.15
1018635_2018031501,2018-03-15 1:00,1018635,0.09,0.09,0.08,0.08,0.09,0.09,0,0,0,0,0,0,0,0,0,4.5334,60.6951,118.52,10.2589,41.3889,46.4127,2,0.25
1018638_2017070921,2017-07-09 21:00,1018638,1.26,1.26,1.27,1.32,1.29,1.37,11.337,16.678,18.869,0.5,1,4,29.635,32.636,1,4.5334,60.6951,118.52,10.2589,41.3889,46.4127,2,0.09
1018638_2017070922,2017-07-09 22:00,1018638,1.25,1.26,1.27,1.3,1.27,1.36,9.203,24.066,28.072,0.5,1,4.5,20.902,28.4,0.542,4.5334,60.6951,118.52,10.2589,41.3889,46.4127,2,0.1
1018638_2017070923,2017-07-09 23:00,1018638,1.26,1.25,1.26,1.28,1.28,1.36,7.585,31.298,35.657,0,1,4.5,25.864,31.61,0.915,4.5334,60.6951,118.52,10.2589,41.3889,46.4127,2,0.11
1018640_2017071007,2017-07-10 7:00,1018640,1.21,1.22,1.29,1.24,1.24,1.2,0.63,2.196,29.583,0,14,30,21.679,36.67,0.6416,5.9308,9037.7681,49.3,6.1411,56.4042,23.196,3.125,0.09
1018650_2018042302,2018-04-23 2:00,1018650,0.95,0.96,0.97,0.94,0.91,0.91,0.016,2.75,20.305,1,2,4.5,18.603,25.51,0.3701,3.8069,24.7399,142.26,10.743,42.1713,52.5303,1.6923,0.41
1018650_2018042303,2018-04-23 3:00,1018650,0.95,0.95,0.97,0.94,0.92,0.91,2.919,5.218,23.223,0,2,4.5,29.079,34.51,1,3.8069,24.7399,142.26,10.743,42.1713,52.5303,1.6923,0.44
1018650_2018042304,2018-04-23 4:00,1018650,0.94,0.95,0.96,0.95,0.92,0.9,5.749,10.581,28.972,1,3,5.5,24.564,29.57,0.877,3.8069,24.7399,142.26,10.743,42.1713,52.5303,1.6923,0.53
1018655_2018042303,2018-04-23 3:00,1018655,1.85,1.85,1.85,1.83,1.8,1.83,3.615,10.554,31.828,0.5,3.5,8.5,26.352,31.36,1,6.2124,65.2186,110.44,10.4459,47.8843,47.7076,1.875,0.43
1018655_2018042304,2018-04-23 4:00,1018655,1.85,1.85,1.85,1.84,1.8,1.83,6.142,14.964,37.971,2.5,5,11,24.263,29.48,0.833,6.2124,65.2186,110.44,10.4459,47.8843,47.7076,1.875,0.95
1018655_2018042305,2018-04-23 5:00,1018655,1.85,1.85,1.85,1.84,1.81,1.82,8.58,22.044,46.551,2.5,6.5,13.5,31.583,38.3,1,6.2124,65.2186,110.44,10.4459,47.8843,47.7076,1.875,1.06
1018658_2018030419,2018-03-04 19:00,1018658,1.44,1.44,1.43,1.41,1.44,1.43,4.264,4.264,4.264,0,0,1,11.381,13.37,0,6.2124,65.2186,110.44,10.4459,47.8843,47.7076,1.875,0.47
1018658_2018030420,2018-03-04 20:00,1018658,1.44,1.44,1.44,1.41,1.44,1.44,11.936,16.2,16.2,0,0,1,29.125,36.6,0.9863,6.2124,65.2186,110.44,10.4459,47.8843,47.7076,1.875,0.47
1018658_2018030421,2018-03-04 21:00,1018658,1.44,1.44,1.44,1.42,1.43,1.44,14.09,30.29,30.29,3,3,4,32.492,34.97,1,6.2124,65.2186,110.44,10.4459,47.8843,47.7076,1.875,0.47
1018662_2018092917,2018-09-29 17:00,1018662,1.4,1.44,1.65,1.92,1.5,1.4,0,0,0,0,0,0,0,0,0,5.9308,9037.7681,49.3,6.1411,56.4042,23.196,3.125,0.55
1018665_2018042302,2018-04-23 2:00,1018665,0.45,0.43,0.41,0.41,0.41,0.41,0.08,7.053,29.469,1.5,11,15,20.503,24.787,0.5273,2.9548,27.4837,126.8,10.1934,38.5445,52.4014,1.9,0.39
1018665_2018042303,2018-04-23 3:00,1018665,0.47,0.45,0.41,0.41,0.41,0.41,0.156,4.979,29.625,3.5,14,18.5,19.321,24.901,0.4551,2.9548,27.4837,126.8,10.1934,38.5445,52.4014,1.9,0.5
1018665_2018042304,2018-04-23 4:00,1018665,0.48,0.47,0.43,0.41,0.41,0.41,0.357,3.416,29.982,3.5,16.5,22,29.791,34.12,1,2.9548,27.4837,126.8,10.1934,38.5445,52.4014,1.9,0.57
1018670_2018042301,2018-04-23 1:00,1018670,0.49,0.53,0.3,0.28,0.28,0.28,0.903,17.776,33.739,1.5,14,15.5,20.91,28.13,0.6123,5.4088,70.8498,111.55,9.4635,51.8086,43.0495,2.1905,0.64
1018670_2018042302,2018-04-23 2:00,1018670,0.43,0.49,0.36,0.29,0.28,0.28,0.154,13.564,33.893,0.5,12.5,16,26.775,29.9,0.9824,5.4088,70.8498,111.55,9.4635,51.8086,43.0495,2.1905,0.88
1018670_2018042303,2018-04-23 3:00,1018670,0.36,0.43,0.53,0.29,0.28,0.28,1.452,10.727,35.346,0.5,12,16.5,20.652,28.91,0.5967,5.4088,70.8498,111.55,9.4635,51.8086,43.0495,2.1905,1.01
1018675_2018042301,2018-04-23 1:00,1018675,0.68,0.58,0.5,0.49,0.49,0.49,0.483,9.757,26.389,0.5,15.5,17.5,24.557,30.04,0.8145,5.4088,70.8498,111.55,9.4635,51.8086,43.0495,2.1905,0.31
1018675_2018042302,2018-04-23 2:00,1018675,0.73,0.68,0.52,0.49,0.49,0.49,0.076,6.743,26.465,0.5,14.5,18,29.432,32.83,1,5.4088,70.8498,111.55,9.4635,51.8086,43.0495,2.1905,0.48
1018675_2018042303,2018-04-23 3:00,1018675,0.74,0.73,0.58,0.49,0.49,0.49,3.218,7.841,29.683,0.5,13,18.5,26.505,33.161,0.9014,5.4088,70.8498,111.55,9.4635,51.8086,43.0495,2.1905,0.6
1018680_2018092917,2018-09-29 17:00,1018680,3.09,3.14,3.32,3.6,3.19,3.09,0,0,0,0,0,0,0,0,0,11.3891,7416.7572,54.62,7.5105,62.3243,24.3467,2.75,0.56
1018683_2018092917,2018-09-29 17:00,1018683,0.93,1,1.17,1.43,1.04,0.94,0,0,0,0,0,0,0,0,0,50.6527,29687.6916,36.02,6.1374,73.1568,6.8013,7,0.57
1018693_2018030419,2018-03-04 19:00,1018693,0.45,0.46,0.46,0.46,0.44,0.46,5.319,5.388,5.388,0,0,1.5,10.804,12.63,0,6.9286,51.5576,69.27,8.6025,56.8983,32.5667,1.7895,0.31
1018693_2018030420,2018-03-04 20:00,1018693,0.45,0.45,0.46,0.46,0.43,0.46,11.375,16.763,16.763,1.5,1.5,3,28.781,34.48,1,6.9286,51.5576,69.27,8.6025,56.8983,32.5667,1.7895,0.31
